arm,workload,cache_state,entities,fields,source_sha256,source_bytes,nesting_scan_bytes,json_parser_deserializer_bytes,canonical_render_bytes,entity_records,formula_ast_nodes,reference_edges,formula_dependency_edges,serialized_spine_bytes,repetition,source_known_us,first_preview_us,semantic_or_scan_current_us
C-directory,wide_field_presence,os_cache_warm,4000,256000,e59b4c319792ada4211188557a473cd68827487bcc342c7b0ff552f4c29ac74c,12232963,12228963,36686889,12232963,4000,0,0,0,960269,17,,,433747
C-structural,wide_field_presence,os_cache_warm,4000,256000,e59b4c319792ada4211188557a473cd68827487bcc342c7b0ff552f4c29ac74c,12232963,12228963,36686889,12232963,4000,0,0,0,21868378,17,,,436597
A0,wide_field_presence,os_cache_warm,4000,256000,e59b4c319792ada4211188557a473cd68827487bcc342c7b0ff552f4c29ac74c,12232963,24457926,73373778,12232963,4000,0,0,0,0,17,,,631695
C-directory,wide_field_presence,os_cache_warm,4000,256000,e59b4c319792ada4211188557a473cd68827487bcc342c7b0ff552f4c29ac74c,12232963,12228963,36686889,12232963,4000,0,0,0,960269,18,,,440702
C-structural,wide_field_presence,os_cache_warm,4000,256000,e59b4c319792ada4211188557a473cd68827487bcc342c7b0ff552f4c29ac74c,12232963,12228963,36686889,12232963,4000,0,0,0,21868378,18,,,438897
A0,wide_field_presence,os_cache_warm,4000,256000,e59b4c319792ada4211188557a473cd68827487bcc342c7b0ff552f4c29ac74c,12232963,24457926,73373778,12232963,4000,0,0,0,0,18,,,636669
A1,wide_field_presence,os_cache_warm,4000,256000,e59b4c319792ada4211188557a473cd68827487bcc342c7b0ff552f4c29ac74c,12232963,12228963,36686889,12232963,4000,0,0,0,0,18,127,450,310165
C-structural,wide_field_presence,os_cache_warm,4000,256000,e59b4c319792ada4211188557a473cd68827487bcc342c7b0ff552f4c29ac74c,12232963,12228963,36686889,12232963,4000,0,0,0,21868378,19,,,436352
A0,wide_field_presence,os_cache_warm,4000,256000,e59b4c319792ada4211188557a473cd68827487bcc342c7b0ff552f4c29ac74c,12232963,24457926,73373778,12232963,4000,0,0,0,0,19,,,632901
A1,wide_field_presence,os_cache_warm,4000,256000,e59b4c319792ada4211188557a473cd68827487bcc342c7b0ff552f4c29ac74c,12232963,12228963,36686889,12232963,4000,0,0,0,0,19,124,445,313490
C-directory,wide_field_presence,os_cache_warm,4000,256000,e59b4c319792ada4211188557a473cd68827487bcc342c7b0ff552f4c29ac74c,12232963,12228963,36686889,12232963,4000,0,0,0,960269,19,,,435729
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,0,,,130690
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,0,142,312,63705
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,0,,,80950
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,0,,,84136
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,1,122,277,64732
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,1,,,80623
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,1,,,83695
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,1,,,128370
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,2,,,80582
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,2,,,84872
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,2,,,127278
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,2,100,242,61737
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,3,,,84042
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,3,,,125918
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,3,96,236,81739
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,3,,,80051
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,4,,,125910
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,4,115,264,63172
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,4,,,79845
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,4,,,84088
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,5,112,276,62178
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,5,,,78887
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,5,,,82499
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,5,,,124445
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,6,,,78267
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,6,,,83295
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,6,,,127985
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,6,122,286,61232
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,7,,,83973
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,7,,,124139
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,7,110,288,62740
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,7,,,80729
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,8,,,160988
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,8,134,288,64001
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,8,,,79218
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,8,,,81507
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,9,103,245,64232
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,9,,,81115
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,9,,,84901
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,9,,,128280
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,10,,,79931
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,10,,,161415
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,10,,,133899
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,10,112,262,72928
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,11,,,134640
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,11,,,129216
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,11,105,252,66426
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,11,,,80266
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,12,,,126693
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,12,137,309,64420
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,12,,,78913
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,12,,,83547
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,13,123,303,63880
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,13,,,80034
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,13,,,84046
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,13,,,123592
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,14,,,80338
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,14,,,83150
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,14,,,127126
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,14,87,228,61635
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,15,,,83755
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,15,,,124174
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,15,92,230,63919
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,15,,,78936
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,16,,,124741
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,16,185,509,61903
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,16,,,81192
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,16,,,82624
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,17,84,220,62941
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,17,,,80536
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,17,,,82444
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,17,,,122742
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,18,,,83332
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,18,,,84904
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,18,,,128064
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,18,88,230,65916
C-structural,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,4106278,19,,,84180
A0,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,5955858,17867574,2981929,4000,12000,4000,4000,0,19,,,124917
A1,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,0,19,87,227,63476
C-directory,mixed_realistic_game_data,os_cache_warm,4000,20000,81dc3d7853085f4774bf46cc8dbaf5076a98180a59ffbbd143b7a957d5188740,2981929,2977929,8933787,2981929,4000,12000,4000,4000,946172,19,,,80117
A0,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,152064840,456194520,76048420,16000,0,0,0,0,0,,,1420885
A1,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,0,0,131,295,762877
C-directory,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,3980524,0,,,784545
C-structural,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,5292633,0,,,795290
A1,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,0,1,139,328,717619
C-directory,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,3980524,1,,,781244
C-structural,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,5292633,1,,,809878
A0,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,152064840,456194520,76048420,16000,0,0,0,0,1,,,1419804
C-directory,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,3980524,2,,,783988
C-structural,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,5292633,2,,,802315
A0,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,152064840,456194520,76048420,16000,0,0,0,0,2,,,1402181
A1,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,0,2,127,291,713872
C-structural,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,5292633,3,,,791222
A0,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,152064840,456194520,76048420,16000,0,0,0,0,3,,,1405259
A1,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,0,3,140,306,813069
C-directory,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,3980524,3,,,784184
A0,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,152064840,456194520,76048420,16000,0,0,0,0,4,,,1411514
A1,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,0,4,130,296,713535
C-directory,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,3980524,4,,,783082
C-structural,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,5292633,4,,,799119
A1,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,0,5,146,355,722797
C-directory,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,3980524,5,,,780773
C-structural,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,5292633,5,,,783060
A0,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,152064840,456194520,76048420,16000,0,0,0,0,5,,,1403939
C-directory,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,3980524,6,,,782219
C-structural,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,5292633,6,,,782483
A0,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,152064840,456194520,76048420,16000,0,0,0,0,6,,,1400925
A1,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,0,6,111,282,715728
C-structural,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,5292633,7,,,781125
A0,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,152064840,456194520,76048420,16000,0,0,0,0,7,,,1422398
A1,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,0,7,124,296,715021
C-directory,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,3980524,7,,,782314
A0,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,152064840,456194520,76048420,16000,0,0,0,0,8,,,1402789
A1,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,0,8,112,275,715517
C-directory,payload_unicode_long_record,os_cache_warm,16000,16000,9cdc1d1db9f219b3dcac3cb08df6a977104a9f8a204e6adc240371466f363a47,76048420,76032420,228097260,76048420,16000,0,0,0,3980524,8,,,790868
